time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-13 00:00:00+00:00,6,4,1,1
2026-07-14 00:00:00+00:00,2,2,5,4
2026-07-15 00:00:00+00:00,0,0,9,6
2026-07-16 00:00:00+00:00,33,9,0,0
2026-07-17 00:00:00+00:00,1,1,6,5
2026-07-18 00:00:00+00:00,2,2,1,1
2026-07-19 00:00:00+00:00,0,0,1,1
2026-07-20 00:00:00+00:00,48,11,19,5
2026-07-21 00:00:00+00:00,10,6,1,1
2026-07-22 00:00:00+00:00,1,1,21,5
2026-07-23 00:00:00+00:00,2,2,5,3
2026-07-24 00:00:00+00:00,2,2,10,3
2026-07-25 00:00:00+00:00,0,0,16,5
2026-07-26 00:00:00+00:00,6,5,2,2
