time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-23 00:00:00+00:00,15,14,1,1
2026-08-24 00:00:00+00:00,13,11,1,1
2026-08-25 00:00:00+00:00,17,6,1,1
2026-08-26 00:00:00+00:00,8,4,0,0
2026-08-27 00:00:00+00:00,0,0,16,4
2026-08-28 00:00:00+00:00,2,2,0,0
2026-08-29 00:00:00+00:00,0,0,12,2
2026-08-30 00:00:00+00:00,1,1,0,0
2026-08-31 00:00:00+00:00,13,5,1,1
2026-09-01 00:00:00+00:00,16,4,4,3
2026-09-02 00:00:00+00:00,2,1,2,2
2026-09-03 00:00:00+00:00,4,2,5,1
2026-09-04 00:00:00+00:00,2,2,1,1
2026-09-05 00:00:00+00:00,3,2,0,0
