time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-20 00:00:00+00:00,34,18,6,6
2026-04-21 00:00:00+00:00,7,6,57,8
2026-04-22 00:00:00+00:00,14,5,23,4
2026-04-23 00:00:00+00:00,19,8,55,4
2026-04-24 00:00:00+00:00,12,11,33,4
2026-04-25 00:00:00+00:00,20,18,47,5
2026-04-26 00:00:00+00:00,8,3,2,2
2026-04-27 00:00:00+00:00,18,7,7,2
2026-04-28 00:00:00+00:00,2,1,18,3
2026-04-29 00:00:00+00:00,0,0,3,3
2026-04-30 00:00:00+00:00,9,4,6,6
2026-05-01 00:00:00+00:00,9,3,6,6
2026-05-02 00:00:00+00:00,1,1,7,7
2026-05-03 00:00:00+00:00,5,3,6,6
