time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-30 00:00:00+00:00,31,19,84,10
2026-03-31 00:00:00+00:00,5,4,39,5
2026-04-01 00:00:00+00:00,3,3,7,3
2026-04-02 00:00:00+00:00,1,1,14,7
2026-04-03 00:00:00+00:00,6,6,14,5
2026-04-04 00:00:00+00:00,6,5,2,2
2026-04-05 00:00:00+00:00,1,1,22,3
2026-04-06 00:00:00+00:00,7,6,7,1
2026-04-07 00:00:00+00:00,9,4,6,4
2026-04-08 00:00:00+00:00,6,3,31,6
2026-04-09 00:00:00+00:00,5,4,54,8
2026-04-10 00:00:00+00:00,2,2,24,5
2026-04-11 00:00:00+00:00,0,0,6,3
2026-04-12 00:00:00+00:00,3,2,8,6
