time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-10 00:00:00+00:00,2.0,2.0,16.0,4.0
2024-09-11 00:00:00+00:00,1.0,1.0,39.0,5.0
2024-09-12 00:00:00+00:00,3.0,1.0,24.0,2.0
2024-09-13 00:00:00+00:00,3.0,1.0,3.0,1.0
2024-09-16 00:00:00+00:00,2.0,2.0,,
2024-09-17 00:00:00+00:00,,,2.0,1.0
2024-09-18 00:00:00+00:00,,,4.0,4.0
2024-09-19 00:00:00+00:00,1.0,1.0,2.0,2.0
2024-09-20 00:00:00+00:00,,,3.0,1.0
2024-09-22 00:00:00+00:00,,,10.0,1.0
2024-09-23 00:00:00+00:00,1.0,1.0,5.0,2.0
