time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-09 00:00:00+00:00,26,16,68,5
2026-03-10 00:00:00+00:00,1,1,31,5
2026-03-11 00:00:00+00:00,14,8,162,4
2026-03-12 00:00:00+00:00,4,4,7,6
2026-03-13 00:00:00+00:00,8,6,9,4
2026-03-14 00:00:00+00:00,7,4,2,2
2026-03-15 00:00:00+00:00,106,42,149,3
2026-03-16 00:00:00+00:00,45,24,77,7
2026-03-17 00:00:00+00:00,8,4,32,6
2026-03-18 00:00:00+00:00,3,3,7,3
2026-03-19 00:00:00+00:00,2,2,5,4
2026-03-20 00:00:00+00:00,1,1,2,2
2026-03-21 00:00:00+00:00,12,8,0,0
2026-03-22 00:00:00+00:00,1,1,1,1
