time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-30 00:00:00+00:00,6,4,4.0,4.0
2025-10-01 00:00:00+00:00,4,1,7.0,3.0
2025-10-02 00:00:00+00:00,1,1,8.0,5.0
2025-10-03 00:00:00+00:00,3,2,7.0,1.0
2025-10-04 00:00:00+00:00,2,1,4.0,3.0
2025-10-05 00:00:00+00:00,2,1,,
2025-10-06 00:00:00+00:00,5,3,8.0,2.0
2025-10-07 00:00:00+00:00,3,2,63.0,10.0
2025-10-08 00:00:00+00:00,4,2,171.0,8.0
2025-10-09 00:00:00+00:00,4,3,23.0,3.0
2025-10-10 00:00:00+00:00,6,3,59.0,3.0
2025-10-11 00:00:00+00:00,3,2,43.0,3.0
2025-10-12 00:00:00+00:00,3,2,9.0,2.0
2025-10-13 00:00:00+00:00,5,4,4.0,2.0
