time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-25 00:00:00+00:00,12,6,39,3
2026-05-26 00:00:00+00:00,1,1,70,3
2026-05-27 00:00:00+00:00,6,1,1,1
2026-05-28 00:00:00+00:00,13,10,11,2
2026-05-29 00:00:00+00:00,1,1,2,2
2026-05-30 00:00:00+00:00,15,13,3,3
2026-05-31 00:00:00+00:00,1,1,1,1
2026-06-01 00:00:00+00:00,3,3,3,2
2026-06-02 00:00:00+00:00,10,10,0,0
2026-06-03 00:00:00+00:00,2,2,4,2
2026-06-04 00:00:00+00:00,7,6,24,3
2026-06-05 00:00:00+00:00,0,0,6,3
2026-06-06 00:00:00+00:00,1,1,2,2
2026-06-07 00:00:00+00:00,0,0,23,2
