time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-19 00:00:00+00:00,2,2,2.0,2.0
2025-04-20 00:00:00+00:00,6,3,21.0,2.0
2025-04-21 00:00:00+00:00,5,2,4.0,1.0
2025-04-22 00:00:00+00:00,7,4,5.0,3.0
2025-04-23 00:00:00+00:00,2,2,29.0,3.0
2025-04-24 00:00:00+00:00,2,2,22.0,4.0
2025-04-25 00:00:00+00:00,7,4,27.0,5.0
2025-04-26 00:00:00+00:00,5,4,4.0,3.0
2025-04-27 00:00:00+00:00,7,4,4.0,2.0
2025-04-28 00:00:00+00:00,8,5,10.0,1.0
2025-04-29 00:00:00+00:00,2,2,55.0,6.0
2025-04-30 00:00:00+00:00,5,4,21.0,4.0
2025-05-01 00:00:00+00:00,4,3,,
2025-05-02 00:00:00+00:00,1,1,21.0,3.0
