time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-01 00:00:00+00:00,3,3,3,2
2026-06-02 00:00:00+00:00,10,10,0,0
2026-06-03 00:00:00+00:00,2,2,4,2
2026-06-04 00:00:00+00:00,7,6,24,3
2026-06-05 00:00:00+00:00,0,0,6,3
2026-06-06 00:00:00+00:00,1,1,2,2
2026-06-07 00:00:00+00:00,0,0,23,2
2026-06-08 00:00:00+00:00,17,8,6,2
2026-06-09 00:00:00+00:00,2,2,5,3
2026-06-10 00:00:00+00:00,4,4,4,4
2026-06-11 00:00:00+00:00,2,1,9,3
2026-06-12 00:00:00+00:00,2,2,5,1
2026-06-13 00:00:00+00:00,5,4,4,3
2026-06-14 00:00:00+00:00,0,0,10,10
