url_path,views_total,views_unique
/csyhuang/hn2016_falwa,24,8
/csyhuang/hn2016_falwa/tree/master/notebooks,12,4
/csyhuang/hn2016_falwa/tree/master,10,4
/csyhuang/hn2016_falwa/tree/master/src/falwa,6,3
/csyhuang/hn2016_falwa/tree/master/src,5,3
/csyhuang/hn2016_falwa/tree/master/notebooks/nh2018_science,4,3
/csyhuang/hn2016_falwa/issues/50,3,3
/csyhuang/hn2016_falwa/blob/master/notebooks/nh2018_science/demo_script_for_nh2018.ipynb,3,2
/csyhuang/hn2016_falwa/tree/master/docs,3,2
/csyhuang/hn2016_falwa/tree/master/recipe,3,2
