time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-28 00:00:00+00:00,3.0,3.0,34,6
2025-03-29 00:00:00+00:00,8.0,6.0,18,3
2025-03-30 00:00:00+00:00,1.0,1.0,55,6
2025-03-31 00:00:00+00:00,2.0,2.0,62,6
2025-04-01 00:00:00+00:00,38.0,10.0,134,4
2025-04-02 00:00:00+00:00,18.0,4.0,27,3
2025-04-03 00:00:00+00:00,5.0,5.0,12,4
2025-04-04 00:00:00+00:00,3.0,3.0,70,6
2025-04-05 00:00:00+00:00,5.0,5.0,1,1
2025-04-06 00:00:00+00:00,5.0,2.0,20,3
2025-04-07 00:00:00+00:00,4.0,3.0,38,5
2025-04-08 00:00:00+00:00,4.0,4.0,9,7
2025-04-09 00:00:00+00:00,4.0,4.0,44,8
2025-04-10 00:00:00+00:00,,,12,4
