time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-29 00:00:00+00:00,12,6,25,1
2026-06-30 00:00:00+00:00,0,0,15,4
2026-07-01 00:00:00+00:00,4,3,11,2
2026-07-02 00:00:00+00:00,0,0,2,2
2026-07-03 00:00:00+00:00,2,1,5,3
2026-07-04 00:00:00+00:00,4,4,2,1
2026-07-05 00:00:00+00:00,4,3,0,0
2026-07-06 00:00:00+00:00,11,6,0,0
2026-07-07 00:00:00+00:00,16,10,1,1
2026-07-08 00:00:00+00:00,12,7,4,2
2026-07-09 00:00:00+00:00,9,3,7,3
2026-07-10 00:00:00+00:00,4,4,21,7
2026-07-11 00:00:00+00:00,7,5,9,5
2026-07-12 00:00:00+00:00,4,3,7,4
