url_path,views_total,views_unique
/csyhuang/hn2016_falwa,203,51
/csyhuang/hn2016_falwa/pulls,95,4
/csyhuang/hn2016_falwa/pull/154,75,6
/csyhuang/hn2016_falwa/issues,58,6
/csyhuang/hn2016_falwa/pull/153,22,4
/csyhuang/hn2016_falwa/pulse,22,1
/csyhuang/hn2016_falwa/graphs/traffic,19,1
/csyhuang/hn2016_falwa/pull/154/changes,16,2
/csyhuang/hn2016_falwa/issues/142,14,5
/csyhuang/hn2016_falwa/issues/155,14,2
