time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-13 00:00:00+00:00,6,5,64,6
2026-04-14 00:00:00+00:00,25,7,23,6
2026-04-15 00:00:00+00:00,6,4,20,5
2026-04-16 00:00:00+00:00,1,1,8,3
2026-04-17 00:00:00+00:00,2,1,5,3
2026-04-18 00:00:00+00:00,0,0,6,3
2026-04-19 00:00:00+00:00,6,4,3,3
2026-04-20 00:00:00+00:00,34,18,6,6
2026-04-21 00:00:00+00:00,7,6,57,8
2026-04-22 00:00:00+00:00,14,5,23,4
2026-04-23 00:00:00+00:00,19,8,55,4
2026-04-24 00:00:00+00:00,12,11,33,4
2026-04-25 00:00:00+00:00,20,18,47,5
2026-04-26 00:00:00+00:00,8,3,2,2
