referrer,views_total,views_unique
github.com,68,7
Google,52,4
rmets.onlinelibrary.wiley.com,2,2
zenodo.org,2,2
csyhuang.github.io,2,1
articlereview.pubmate.in,2,1
mail.yandex.ru,1,1
journals.ametsoc.org,1,1
hn2016-falwa.readthedocs.io,1,1
