referrer,views_total,views_unique
github.com,62,8
Google,52,4
DuckDuckGo,11,1
zenodo.org,2,2
rmets.onlinelibrary.wiley.com,2,2
csyhuang.github.io,2,1
mail.yandex.ru,1,1
