time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-16 00:00:00+00:00,3,2,82,6
2025-09-17 00:00:00+00:00,63,26,81,6
2025-09-18 00:00:00+00:00,10,6,72,4
2025-09-19 00:00:00+00:00,12,6,27,5
2025-09-20 00:00:00+00:00,4,3,15,3
2025-09-21 00:00:00+00:00,4,1,7,2
2025-09-22 00:00:00+00:00,6,3,47,7
2025-09-23 00:00:00+00:00,4,4,15,7
2025-09-24 00:00:00+00:00,18,7,30,3
2025-09-25 00:00:00+00:00,2,2,9,1
2025-09-26 00:00:00+00:00,9,4,12,6
2025-09-27 00:00:00+00:00,4,3,3,3
2025-09-28 00:00:00+00:00,5,4,2,2
2025-09-29 00:00:00+00:00,6,3,12,2
