time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-11 00:00:00+00:00,18,6,10,4
2026-05-12 00:00:00+00:00,16,4,56,7
2026-05-13 00:00:00+00:00,7,6,32,4
2026-05-14 00:00:00+00:00,4,4,11,5
2026-05-15 00:00:00+00:00,8,6,24,4
2026-05-16 00:00:00+00:00,0,0,1,1
2026-05-17 00:00:00+00:00,6,5,10,3
2026-05-18 00:00:00+00:00,27,16,8,5
2026-05-19 00:00:00+00:00,16,6,14,3
2026-05-20 00:00:00+00:00,2,2,13,7
2026-05-21 00:00:00+00:00,3,2,12,4
2026-05-22 00:00:00+00:00,1,1,1,1
2026-05-23 00:00:00+00:00,1,1,57,3
2026-05-24 00:00:00+00:00,3,3,26,2
