referrer,views_total,views_unique
github.com,71,6
DuckDuckGo,18,2
Google,16,2
zenodo.org,4,2
rmets.onlinelibrary.wiley.com,2,2
cn.bing.com,1,1
csyhuang.github.io,1,1
