time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-05 00:00:00+00:00,8.0,7.0,8,4
2025-08-06 00:00:00+00:00,6.0,5.0,9,2
2025-08-07 00:00:00+00:00,7.0,6.0,2,1
2025-08-08 00:00:00+00:00,6.0,6.0,5,3
2025-08-09 00:00:00+00:00,7.0,6.0,8,4
2025-08-10 00:00:00+00:00,4.0,3.0,1,1
2025-08-11 00:00:00+00:00,23.0,19.0,34,5
2025-08-12 00:00:00+00:00,2.0,2.0,17,6
2025-08-13 00:00:00+00:00,2.0,2.0,24,5
2025-08-14 00:00:00+00:00,,,8,6
2025-08-15 00:00:00+00:00,,,3,2
2025-08-16 00:00:00+00:00,,,2,2
2025-08-18 00:00:00+00:00,,,3,1
