time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-16 00:00:00+00:00,45,24,77,7
2026-03-17 00:00:00+00:00,8,4,32,6
2026-03-18 00:00:00+00:00,3,3,7,3
2026-03-19 00:00:00+00:00,2,2,5,4
2026-03-20 00:00:00+00:00,1,1,2,2
2026-03-21 00:00:00+00:00,12,8,0,0
2026-03-22 00:00:00+00:00,1,1,1,1
2026-03-23 00:00:00+00:00,6,2,63,4
2026-03-24 00:00:00+00:00,3,3,103,6
2026-03-25 00:00:00+00:00,7,4,49,6
2026-03-26 00:00:00+00:00,108,46,118,6
2026-03-27 00:00:00+00:00,33,13,59,5
2026-03-28 00:00:00+00:00,5,3,30,6
2026-03-29 00:00:00+00:00,4,3,6,3
