referrer,views_total,views_unique
github.com,55,6
Bing,5,2
hn2016-falwa.readthedocs.io,5,2
science.org,5,1
DuckDuckGo,1,1
agupubs.onlinelibrary.wiley.com,1,1
rmets.onlinelibrary.wiley.com,1,1
