referrer,views_total,views_unique
github.com,39,6
DuckDuckGo,18,2
Google,15,1
zenodo.org,4,2
cn.bing.com,1,1
csyhuang.github.io,1,1
rmets.onlinelibrary.wiley.com,1,1
