time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-08 00:00:00+00:00,17,8,6,2
2026-06-09 00:00:00+00:00,2,2,5,3
2026-06-10 00:00:00+00:00,4,4,4,4
2026-06-11 00:00:00+00:00,2,1,9,3
2026-06-12 00:00:00+00:00,2,2,5,1
2026-06-13 00:00:00+00:00,5,4,4,3
2026-06-14 00:00:00+00:00,0,0,10,10
2026-06-15 00:00:00+00:00,10,4,2,2
2026-06-16 00:00:00+00:00,1,1,3,2
2026-06-17 00:00:00+00:00,3,2,1,1
2026-06-18 00:00:00+00:00,1,1,1,1
2026-06-19 00:00:00+00:00,11,4,12,3
2026-06-20 00:00:00+00:00,6,1,0,0
2026-06-21 00:00:00+00:00,8,2,16,1
