referrer,views_total,views_unique
github.com,72,8
hn2016-falwa.readthedocs.io,45,3
Google,22,6
Bing,14,3
rmets.onlinelibrary.wiley.com,6,1
articlereview.paperperfect.ai,2,2
csyhuang.github.io,1,1
pypi.org,1,1
